,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year
103002,TX,1920,"Dallas, TX PMSA",17-2061,Computer Hardware Engineers,        4970,    66410,46170,52620,63400,78630,100590,2000
103360,TX,1920,"Dallas, TX PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        2700,    32840,20800,25510,32180,39080,43440,2000
103533,TX,2320,"El Paso, TX MSA",11-3021,Computer and Information Systems Managers,         270,    49110,23750,34100,42740,65300,84320,2000
103559,TX,2320,"El Paso, TX MSA",13-1111,Management Analysts,         170,    48950,35600,38950,44460,55530,70110,2000
103582,TX,2320,"El Paso, TX MSA",17-2061,Computer Hardware Engineers,0,    45830,37010,39480,43610,52040,60550,2000
103821,TX,2320,"El Paso, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          80,    21670,11940,13370,17840,28010,37930,2000
103935,TX,2800,"Fort Worth-Arlington, TX PMSA",11-3021,Computer and Information Systems Managers,        1510,    73200,38740,47300,71250,91050,119430,2000
103966,TX,2800,"Fort Worth-Arlington, TX PMSA",13-1111,Management Analysts,        1670,    54550,36470,41610,50880,64780,82190,2000
103989,TX,2800,"Fort Worth-Arlington, TX PMSA",15-2031,Operations Research Analysts,         260,    58450,34630,44750,56530,71720,87540,2000
103999,TX,2800,"Fort Worth-Arlington, TX PMSA",17-2061,Computer Hardware Engineers,         110,    55810,29200,40850,57250,70920,83430,2000
104332,TX,2800,"Fort Worth-Arlington, TX PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         450,    35910,22620,30450,36570,42260,46760,2000
104480,TX,2920,"Galveston-Texas City, TX PMSA",11-3021,Computer and Information Systems Managers,0,    54570,37820,40370,44610,58400,97840,2000
104502,TX,2920,"Galveston-Texas City, TX PMSA",13-1111,Management Analysts,0,    47430,27190,36390,44550,56680,71230,2000
104693,TX,2920,"Galveston-Texas City, TX PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          70,    25430,18550,20370,24390,30870,34520,2000
104754,TX,3360,"Houston, TX PMSA",11-3021,Computer and Information Systems Managers,        4440,    79630,46060,60300,79550,98510,118700,2000
104786,TX,3360,"Houston, TX PMSA",13-1111,Management Analysts,        7060,    63690,35670,42220,55750,84510,107730,2000
104811,TX,3360,"Houston, TX PMSA",15-2031,Operations Research Analysts,         860,    50530,25400,29660,44000,68520,88230,2000
104812,TX,3360,"Houston, TX PMSA",15-2041,Statisticians,         170,    52730,28190,34730,49550,67440,85050,2000
104823,TX,3360,"Houston, TX PMSA",17-2061,Computer Hardware Engineers,        1730,    61320,39350,43950,56960,74470,92510,2000
105200,TX,3360,"Houston, TX PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1470,    28610,17970,21540,27290,35620,42290,2000
105373,TX,3810,"Killeen-Temple, TX MSA",11-3021,Computer and Information Systems Managers,         180,    60460,34000,46380,60290,71490,89900,2000
105395,TX,3810,"Killeen-Temple, TX MSA",13-1111,Management Analysts,         160,    47560,37360,42400,48310,53320,56320,2000
105602,TX,3810,"Killeen-Temple, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    30210,23350,24930,27580,37950,42720,2000
105663,TX,4080,"Laredo, TX MSA",11-3021,Computer and Information Systems Managers,          70,    59410,23850,34290,58230,79880,95660,2000
105681,TX,4080,"Laredo, TX MSA",13-1111,Management Analysts,          40,    52860,34040,39610,49000,63950,82710,2000
105839,TX,4080,"Laredo, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    20020,13240,15320,17770,22080,32270,2000
105889,TX,4420,"Longview-Marshall, TX MSA",11-3021,Computer and Information Systems Managers,          80,    49080,28190,36760,43950,60720,71290,2000
105909,TX,4420,"Longview-Marshall, TX MSA",13-1111,Management Analysts,          60,    64770,35850,48860,63600,80090,92910,2000
106134,TX,4420,"Longview-Marshall, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    26370,22000,23310,25160,27010,28520,2000
106221,TX,4600,"Lubbock, TX MSA",11-3021,Computer and Information Systems Managers,         130,    57090,27100,42270,55930,70300,86640,2000
106264,TX,4600,"Lubbock, TX MSA",15-2031,Operations Research Analysts,0,    56270,25480,40990,55970,73590,86920,2000
106468,TX,4600,"Lubbock, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         210,    25960,13260,18980,24960,34220,39640,2000
106540,TX,4880,"McAllen-Edinburg-Mission, TX MSA",11-3021,Computer and Information Systems Managers,          80,    56250,31470,41330,54300,71520,85030,2000
106798,TX,4880,"McAllen-Edinburg-Mission, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         120,    26440,14000,17580,24990,33630,41730,2000
106880,TX,5800,"Odessa-Midland, TX MSA",11-3021,Computer and Information Systems Managers,          80,    60940,31910,45260,58400,71160,101560,2000
106902,TX,5800,"Odessa-Midland, TX MSA",13-1111,Management Analysts,          50,    56570,31780,39440,49190,66210,103620,2000
107110,TX,5800,"Odessa-Midland, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          70,    29120,23340,24690,26940,33170,40940,2000
107178,TX,7200,"San Angelo, TX MSA",11-3021,Computer and Information Systems Managers,          40,    54200,29380,35320,52900,75210,85740,2000
107391,TX,7240,"San Antonio, TX MSA",11-3021,Computer and Information Systems Managers,        1630,    67750,38370,49110,72020,84730,94160,2000
107422,TX,7240,"San Antonio, TX MSA",13-1111,Management Analysts,        1570,    56540,36470,42670,53440,66870,83440,2000
107446,TX,7240,"San Antonio, TX MSA",15-2031,Operations Research Analysts,         110,    55270,30630,38600,55080,68480,85110,2000
107447,TX,7240,"San Antonio, TX MSA",15-2041,Statisticians,          30,    49250,22290,37230,45700,63780,77650,2000
107455,TX,7240,"San Antonio, TX MSA",17-2061,Computer Hardware Engineers,0,    75340,50100,60740,70780,93440,109520,2000
107779,TX,7240,"San Antonio, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         590,    27610,14340,19300,25750,34930,43250,2000
108113,TX,8360,"Texarkana, TX-Texarkana, AR MSA",11-3021,Computer and Information Systems Managers,          30,    58520,36980,44140,59230,70680,84560,2000
108130,TX,8360,"Texarkana, TX-Texarkana, AR MSA",13-1111,Management Analysts,          30,    50990,38680,45270,50970,56390,66410,2000
108292,TX,8360,"Texarkana, TX-Texarkana, AR MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          80,    23220,16220,18530,22060,27420,33100,2000
108352,TX,8640,"Tyler, TX MSA",11-3021,Computer and Information Systems Managers,          90,    58430,27310,39890,55830,73970,92060,2000
108563,TX,8640,"Tyler, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         100,    25450,15460,17590,22980,28650,46530,2000
108806,TX,8800,"Waco, TX MSA",11-3021,Computer and Information Systems Managers,          70,    60320,34290,44120,61610,75700,88580,2000
108829,TX,8800,"Waco, TX MSA",13-1111,Management Analysts,          40,    66990,32780,47810,62830,96550,107880,2000
109042,TX,8800,"Waco, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          70,    38920,24960,29190,37640,48970,55030,2000
109118,TX,9080,"Wichita Falls, TX MSA",11-3021,Computer and Information Systems Managers,          30,    64090,31760,46450,55370,82720,107570,2000
109138,TX,9080,"Wichita Falls, TX MSA",13-1111,Management Analysts,0,    48490,27950,36780,45280,56530,71500,2000
109306,TX,9080,"Wichita Falls, TX MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          40,    29780,18800,21130,24780,28870,40380,2000
109364,UT,6520,"Provo-Orem, UT MSA",11-3021,Computer and Information Systems Managers,         310,    66720,25120,40560,63340,86060,126050,2000
109389,UT,6520,"Provo-Orem, UT MSA",13-1111,Management Analysts,0,    80320,38850,45470,66320,122750,145601,2000
109410,UT,6520,"Provo-Orem, UT MSA",17-2061,Computer Hardware Engineers,          50,    60780,47540,55500,62040,68280,72860,2000
109711,UT,7160,"Salt Lake City-Ogden, UT MSA",11-3021,Computer and Information Systems Managers,        1340,    67570,25960,42350,64010,86340,122030,2000
109741,UT,7160,"Salt Lake City-Ogden, UT MSA",13-1111,Management Analysts,        1460,    57090,34000,40280,50900,67390,87800,2000
109766,UT,7160,"Salt Lake City-Ogden, UT MSA",15-2031,Operations Research Analysts,0,    53190,29700,32120,49470,77250,85610,2000
109767,UT,7160,"Salt Lake City-Ogden, UT MSA",15-2041,Statisticians,          70,    43100,20920,23830,38610,59360,75660,2000
109777,UT,7160,"Salt Lake City-Ogden, UT MSA",17-2061,Computer Hardware Engineers,         270,    69820,50300,59800,68560,82030,94480,2000
110110,UT,7160,"Salt Lake City-Ogden, UT MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1310,    38520,20680,28340,39690,49890,55270,2000
110260,VA,1540,"Charlottesville, VA MSA",11-3021,Computer and Information Systems Managers,         130,    88850,51360,72590,83460,125120,140990,2000
110281,VA,1540,"Charlottesville, VA MSA",13-1111,Management Analysts,         320,    50390,26220,31670,41910,61300,100980,2000
110498,VA,1540,"Charlottesville, VA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    35350,24780,29780,33120,43160,51630,2000
110565,VA,1950,"Danville, VA MSA",13-1111,Management Analysts,0,    51090,24610,36060,45520,62840,84800,2000
110735,VA,4640,"Lynchburg, VA MSA",11-3021,Computer and Information Systems Managers,          80,    69300,39600,50590,69740,86870,102380,2000
110759,VA,4640,"Lynchburg, VA MSA",13-1111,Management Analysts,          80,    50850,29130,33920,48900,68350,82560,2000
110969,VA,4640,"Lynchburg, VA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    27010,19070,21870,25930,30710,38600,2000
111053,VA,5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA",11-3021,Computer and Information Systems Managers,        1130,    68470,38510,52450,66570,81610,107200,2000
111083,VA,5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA",13-1111,Management Analysts,        3330,    63360,33240,40720,53710,71180,145601,2000
111107,VA,5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA",15-2031,Operations Research Analysts,         240,    52920,33880,38760,46970,66570,83060,2000
111115,VA,5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA",17-2061,Computer Hardware Engineers,         200,    64050,40020,49950,64590,79470,89360,2000
111465,VA,5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         750,    32080,20990,25020,30520,38330,45630,2000
111598,VA,6760,"Richmond-Petersburg, VA MSA",11-3021,Computer and Information Systems Managers,        1310,    79630,37750,56940,79620,100890,136150,2000
111629,VA,6760,"Richmond-Petersburg, VA MSA",13-1111,Management Analysts,        2970,    54910,34500,39910,48110,62700,85580,2000
111652,VA,6760,"Richmond-Petersburg, VA MSA",15-2031,Operations Research Analysts,         230,    54400,31810,38630,52900,69330,83290,2000
111653,VA,6760,"Richmond-Petersburg, VA MSA",15-2041,Statisticians,         270,    52170,32970,43190,51960,63360,72230,2000
111661,VA,6760,"Richmond-Petersburg, VA MSA",17-2061,Computer Hardware Engineers,          60,    57670,33860,39740,52390,78100,90980,2000
111967,VA,6760,"Richmond-Petersburg, VA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         970,    32060,23510,25830,29900,36300,44980,2000
112094,VA,6800,"Roanoke, VA MSA",11-3021,Computer and Information Systems Managers,         190,    76190,48260,61320,77180,89810,110690,2000
112118,VA,6800,"Roanoke, VA MSA",13-1111,Management Analysts,         310,    68720,36700,40980,55630,86470,143760,2000
112139,VA,6800,"Roanoke, VA MSA",15-2031,Operations Research Analysts,          40,    49440,32310,38100,43830,61350,77400,2000
112140,VA,6800,"Roanoke, VA MSA",15-2041,Statisticians,0,    55720,33640,43260,61200,68000,72080,2000
112146,VA,6800,"Roanoke, VA MSA",17-2061,Computer Hardware Engineers,0,    63050,37140,44890,61380,80790,92830,2000
112358,VA,6800,"Roanoke, VA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         120,    32000,18840,22140,29240,34080,43110,2000
112440,VT,1305,"Burlington, VT MSA",11-3021,Computer and Information Systems Managers,         140,    82210,59460,66390,78080,97500,117730,2000
112462,VT,1305,"Burlington, VT MSA",13-1111,Management Analysts,          50,    48980,31010,35080,44210,61970,71000,2000
112483,VT,1305,"Burlington, VT MSA",15-2041,Statisticians,          30,    40860,32440,36710,40770,45020,52020,2000
112722,VT,1305,"Burlington, VT MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         390,    33600,23020,27460,33100,40160,45850,2000
112809,WA,860,"Bellingham, WA MSA",11-3021,Computer and Information Systems Managers,          60,    63050,36930,45260,60700,74130,100490,2000
112830,WA,860,"Bellingham, WA MSA",13-1111,Management Analysts,          50,    50540,26450,37670,42020,75790,84920,2000
113025,WA,860,"Bellingham, WA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    32880,20760,25780,32570,40410,45630,2000
113100,WA,1150,"Bremerton, WA PMSA",11-3021,Computer and Information Systems Managers,          90,    70420,56750,62010,71340,81970,88140,2000
113118,WA,1150,"Bremerton, WA PMSA",13-1111,Management Analysts,         260,    52840,37880,45220,52870,63010,69400,2000
113382,WA,5910,"Olympia, WA PMSA",11-3021,Computer and Information Systems Managers,         100,    76430,49910,59410,77380,95610,108590,2000
113403,WA,5910,"Olympia, WA PMSA",13-1111,Management Analysts,         220,    42850,30650,35940,41150,48710,57530,2000
113418,WA,5910,"Olympia, WA PMSA",15-2031,Operations Research Analysts,          30,    47140,37630,41190,46430,52380,56000,2000
113419,WA,5910,"Olympia, WA PMSA",15-2041,Statisticians,         160,    43060,29630,33860,41860,52110,61630,2000
113623,WA,5910,"Olympia, WA PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          90,    29070,18660,22740,28480,34750,41570,2000
113678,WA,6740,"Richland-Kennewick-Pasco, WA MSA",11-3021,Computer and Information Systems Managers,          50,    88510,67300,76940,87750,104570,115080,2000
113703,WA,6740,"Richland-Kennewick-Pasco, WA MSA",13-1111,Management Analysts,         150,    64980,32410,48170,61710,77990,105870,2000
113931,WA,6740,"Richland-Kennewick-Pasco, WA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    27540,17040,21940,27480,33560,38210,2000
113992,WA,7600,"Seattle-Bellevue-Everett, WA PMSA",11-3021,Computer and Information Systems Managers,        4780,    90500,54760,73680,88260,109800,144650,2000
114024,WA,7600,"Seattle-Bellevue-Everett, WA PMSA",13-1111,Management Analysts,        8320,    66860,42940,50830,61440,74670,105300,2000
114049,WA,7600,"Seattle-Bellevue-Everett, WA PMSA",15-2031,Operations Research Analysts,0,    58570,37670,43340,52960,68360,89120,2000
114050,WA,7600,"Seattle-Bellevue-Everett, WA PMSA",15-2041,Statisticians,         590,    56540,37320,42710,53080,68340,84210,2000
114061,WA,7600,"Seattle-Bellevue-Everett, WA PMSA",17-2061,Computer Hardware Engineers,        1450,    65110,43750,50810,62170,77200,95700,2000
114459,WA,7600,"Seattle-Bellevue-Everett, WA PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1680,    33410,20220,24610,31860,41190,50540,2000
114631,WA,7840,"Spokane, WA MSA",11-3021,Computer and Information Systems Managers,         220,    78150,42800,55390,70300,96040,139370,2000
114658,WA,7840,"Spokane, WA MSA",13-1111,Management Analysts,0,    87450,42050,56130,89120,112560,145601,2000
114931,WA,7840,"Spokane, WA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         590,    37400,26310,35380,38840,42300,44390,2000
115045,WA,8200,"Tacoma, WA PMSA",11-3021,Computer and Information Systems Managers,         160,    73870,43030,52700,69820,89460,118160,2000
115071,WA,8200,"Tacoma, WA PMSA",13-1111,Management Analysts,         330,    47380,29970,32800,41590,59690,76360,2000
115380,WA,8200,"Tacoma, WA PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         280,    42270,23450,30130,43480,53750,63210,2000
115493,WA,9260,"Yakima, WA MSA",11-3021,Computer and Information Systems Managers,          40,    59670,30800,39530,54720,79900,91760,2000
115515,WA,9260,"Yakima, WA MSA",13-1111,Management Analysts,0,    45950,30120,33060,43440,57720,68230,2000
115726,WA,9260,"Yakima, WA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    35090,23520,27450,37110,41500,44130,2000
115799,WI,460,"Appleton-Oshkosh-Neenah, WI MSA",11-3021,Computer and Information Systems Managers,         270,    68820,44710,53230,66260,83150,101930,2000
115829,WI,460,"Appleton-Oshkosh-Neenah, WI MSA",13-1111,Management Analysts,          90,    43580,29030,32060,39630,55240,66680,2000
116110,WI,460,"Appleton-Oshkosh-Neenah, WI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         270,    32270,23540,26090,30390,34620,44450,2000
116225,WI,2290,"Eau Claire, WI MSA",11-3021,Computer and Information Systems Managers,         200,    39930,20000,22500,27060,55020,71990,2000
116250,WI,2290,"Eau Claire, WI MSA",13-1111,Management Analysts,         100,    46740,31190,36500,45380,55080,66490,2000
116456,WI,2290,"Eau Claire, WI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    29470,22910,24340,26620,33860,42690,2000
116526,WI,3080,"Green Bay, WI MSA",11-3021,Computer and Information Systems Managers,         350,    59450,37590,40580,45560,78840,93660,2000
116551,WI,3080,"Green Bay, WI MSA",13-1111,Management Analysts,         140,    50640,32180,38070,47760,57120,79050,2000
116569,WI,3080,"Green Bay, WI MSA",15-2031,Operations Research Analysts,          30,    46140,31080,36870,43770,53160,67430,2000
116798,WI,3080,"Green Bay, WI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          90,    33210,19990,22890,32490,41320,49380,2000
116894,WI,3620,"Janesville-Beloit, WI MSA",11-3021,Computer and Information Systems Managers,          60,    60230,34600,48420,62160,75180,85020,2000
117159,WI,3800,"Kenosha, WI PMSA",11-3021,Computer and Information Systems Managers,          40,    52000,26680,36890,49740,68820,82620,2000
117177,WI,3800,"Kenosha, WI PMSA",13-1111,Management Analysts,          30,    58870,19520,22270,65070,89580,101670,2000
117331,WI,3800,"Kenosha, WI PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          40,    54240,26320,38500,62340,68430,72090,2000
117391,WI,3870,"La Crosse, WI-MN MSA",11-3021,Computer and Information Systems Managers,         110,    60190,37270,48260,60780,72810,85270,2000
117416,WI,3870,"La Crosse, WI-MN MSA",13-1111,Management Analysts,         110,    45560,28890,37190,46450,53440,63960,2000
117610,WI,3870,"La Crosse, WI-MN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    38800,21350,25650,35110,49280,66550,2000
117669,WI,4720,"Madison, WI MSA",11-3021,Computer and Information Systems Managers,         860,    75190,47250,62020,75830,88290,107900,2000
117713,WI,4720,"Madison, WI MSA",15-2031,Operations Research Analysts,          80,    47120,31290,38620,45960,54880,65780,2000
117714,WI,4720,"Madison, WI MSA",15-2041,Statisticians,          60,    54200,33870,41310,51870,68330,82750,2000
117723,WI,4720,"Madison, WI MSA",17-2061,Computer Hardware Engineers,         120,    60910,37670,46870,56950,74930,87210,2000
117998,WI,4720,"Madison, WI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         550,    33870,22180,28570,32380,36640,45830,2000
118101,WI,5080,"Milwaukee-Waukesha, WI PMSA",11-3021,Computer and Information Systems Managers,        1860,    77350,48990,62060,77240,88800,112590,2000
118131,WI,5080,"Milwaukee-Waukesha, WI PMSA",13-1111,Management Analysts,        2400,    57140,32090,41880,55940,67400,74300,2000
118156,WI,5080,"Milwaukee-Waukesha, WI PMSA",15-2031,Operations Research Analysts,         330,    58800,32870,42840,54590,77960,89830,2000
118157,WI,5080,"Milwaukee-Waukesha, WI PMSA",15-2041,Statisticians,0,    55440,40560,46180,54320,63650,70830,2000
118166,WI,5080,"Milwaukee-Waukesha, WI PMSA",17-2061,Computer Hardware Engineers,         500,    60410,37600,45700,59680,73200,87760,2000
118520,WI,5080,"Milwaukee-Waukesha, WI PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1180,    36940,23370,29800,37870,43300,48880,2000
118683,WI,6600,"Racine, WI PMSA",11-3021,Computer and Information Systems Managers,         140,    70380,42050,53700,67920,84140,108830,2000
118703,WI,6600,"Racine, WI PMSA",13-1111,Management Analysts,          60,    73970,32080,38580,51910,128260,142640,2000
118717,WI,6600,"Racine, WI PMSA",15-2031,Operations Research Analysts,0,    60510,29910,47110,54430,74160,102900,2000
118978,WI,7620,"Sheboygan, WI MSA",11-3021,Computer and Information Systems Managers,         130,    56660,38800,48700,54540,66000,82950,2000
119220,WI,8940,"Wausau, WI MSA",11-3021,Computer and Information Systems Managers,         140,    69050,41810,51980,66260,84840,104280,2000
119242,WI,8940,"Wausau, WI MSA",13-1111,Management Analysts,          30,    53760,34200,39800,47140,63190,87400,2000
119418,WI,8940,"Wausau, WI MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         190,    34410,22210,29590,34120,40180,44870,2000
119485,WV,1480,"Charleston, WV MSA",11-3021,Computer and Information Systems Managers,         360,    48590,29760,34940,46830,58100,70960,2000
119506,WV,1480,"Charleston, WV MSA",13-1111,Management Analysts,         110,    53950,28800,36830,48860,68120,89880,2000
119524,WV,1480,"Charleston, WV MSA",15-2031,Operations Research Analysts,0,    42060,25330,31310,45560,52460,56600,2000
119729,WV,1480,"Charleston, WV MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         230,    35220,20940,25990,32240,41750,59460,2000
119808,WV,3400,"Huntington-Ashland, WV-KY-OH MSA",11-3021,Computer and Information Systems Managers,          90,    53500,29430,35250,48140,70790,85780,2000
119834,WV,3400,"Huntington-Ashland, WV-KY-OH MSA",13-1111,Management Analysts,          90,    45390,35740,37900,41510,46960,61530,2000
120089,WV,3400,"Huntington-Ashland, WV-KY-OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         160,    27040,16260,19400,23920,32570,46400,2000
120183,WV,6020,"Parkersburg-Marietta, WV-OH MSA",11-3021,Computer and Information Systems Managers,          80,    59960,32760,44860,60120,74520,89500,2000
120205,WV,6020,"Parkersburg-Marietta, WV-OH MSA",13-1111,Management Analysts,         120,    54910,38350,48970,58040,65530,70040,2000
120399,WV,6020,"Parkersburg-Marietta, WV-OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    27550,18010,21410,27470,32480,36700,2000
120467,WV,9000,"Wheeling, WV-OH MSA",11-3021,Computer and Information Systems Managers,          40,    52880,29020,37180,46090,66690,88850,2000
120690,WV,9000,"Wheeling, WV-OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    34700,18180,21240,31330,47950,61980,2000
120880,WY,1350,"Casper, WY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    20660,12140,13680,17740,23790,36740,2000
120918,WY,1580,"Cheyenne, WY MSA",11-3021,Computer and Information Systems Managers,          60,    50520,27450,41300,49290,58500,70560,2000
121068,WY,1580,"Cheyenne, WY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    47610,23830,29640,44140,66340,71250,2000
